,link,text,date,No_of_Likes,No_of_tweets
1656,https://twitter.com/haluklevent/status/1646871641966747650#m,Ve para toplandı. Seray haftaya ameliyat olacak. Hepinize sonsuz teşekkürler. 👏👏👏👏👏  Ayrıca hastane masrafları için toplam 300 bin tl yi de ismini vermek istemeyen ama hepimizin yakından tanıdığı bir avukat olan E.G.T karışladı.  Ona da sonsuz teşekkürler.,"Apr 14, 2023 · 1:42 PM UTC",12307.0,130.0
1657,https://twitter.com/haluklevent/status/1646805721378324480#m,Şu anda bu twiti görüp de durumu olan varsa destek bekliyorum.🙏🙏 Seray’a söz verdim. Haydi canlarım.,"Apr 14, 2023 · 9:20 AM UTC",7625.0,110.0
1658,https://twitter.com/haluklevent/status/1646644298161573891#m,Özlemişim,"Apr 13, 2023 · 10:39 PM UTC",29638.0,403.0
1659,https://twitter.com/haluklevent/status/1646564221830692882#m,Bayram konserlerini eleştiren arkadaşlarımız var. O bölgede çok gürültülü bir Rock konseri vermeyeceğim ki. 2 gitar 2 Keman. Soft konserler. Düşünün Türkiyenin her yerinde Kıbrıs’ta bayram konserlerinin reklamları var.  Ya buradaki çocuklar? Onlara moral vermek doğru olmaz mı?,"Apr 13, 2023 · 5:21 PM UTC",50719.0,1414.0
1660,https://twitter.com/haluklevent/status/1646558806866788363#m,Çocuklar. Çocuklarımız.💚,"Apr 13, 2023 · 4:59 PM UTC",9390.0,98.0
1661,https://twitter.com/haluklevent/status/1646545820274110466#m,Ameliyat günü yaklaşıyor. Haydi canlarım!🙏,"Apr 13, 2023 · 4:08 PM UTC",3867.0,40.0
1662,https://twitter.com/haluklevent/status/1646513273800622083#m,"4) İçerik yazısını okumayanlar için bir bölüm :  “Haluk Levent ismi de umudun, dakikaların ölümle yaşam arasındaki fark anlamına geldiği ve Türk hükümetinin son derece beceriksiz olduğunu kanıtladığı felaketin ardından Ahbap, sahada hayat kurtarmak için çalışmaya başladı bile.”","Apr 13, 2023 · 1:58 PM UTC",10008.0,833.0
1663,https://twitter.com/haluklevent/status/1646505008706273281#m,"3) Bu sebeple ödülü reddediyorum ve Amerika’ya gitmeme kararı aldım.  Deprem sürecinde tüm devlet kurumları ,hükümet ,tüm muhalefet , belediyeler ve 18 bin STK yani tüm ülke tek yürek olup herkes elinden geleni yapıyorken bu tartışmaların içine girmeme kararı aldım. Bilginize.🙏","Apr 13, 2023 · 1:25 PM UTC",17505.0,546.0
1664,https://twitter.com/haluklevent/status/1646504651674484736#m,"2)Twitter’da dünya sıralamasındaki gücü. Görüntülenme ve etkileşim gücü. Üye sayısı. Ahbap’ın geçmişte ve son depremdeki çalışmalar.  Ama içerik beni üzdü. Referans olan kişi,Türkiye Cumhuriyeti devletinin benim çalışmalarım üzerinden eleştirilmesi kabul edeceğim bir husus değil.","Apr 13, 2023 · 1:24 PM UTC",11621.0,179.0
1665,https://twitter.com/haluklevent/status/1646504174845042688#m,1) Resmi açıklama geldi az önce.  İngiltere Kralı Charles  ABD Başkanı Joe Biden Elon Musk  Beyonce Messi  Bella Hadid Janet Yellen ile birlikte en etkili 100 kişi içine seçilmişim.  Türkiye’den 182 kişi önerilmiş. Editörler araştırma yapmış.,"Apr 13, 2023 · 1:22 PM UTC",120101.0,3105.0
1666,https://twitter.com/haluklevent/status/1646429533879369728#m,🙏🙏,"Apr 13, 2023 · 8:26 AM UTC",3207.0,34.0
1667,https://twitter.com/haluklevent/status/1646131007538561024#m,Haydi canlarım haydi el atalım🙏🙏,"Apr 12, 2023 · 12:39 PM UTC",5754.0,79.0
1668,https://twitter.com/haluklevent/status/1646117772613541890#m,Birçoğunuzun severek dinlediğini düşündüğüm Elfida şarkısının kahramanı Beyza’nın doğum günü bugün. Anmak istedim. Yıllarca mücadele etmişti kanserle. Başaramadı yenik düştü. Şarkısı kaldı dillerde. Doğum günün kutlu olsun Beyzanur. 💚,"Apr 12, 2023 · 11:47 AM UTC",68317.0,414.0
1669,https://twitter.com/haluklevent/status/1646059488745537536#m,"Deprem nedeniyle 2 aydır kampanyasını beklettiğimiz çocuklarımız var. Bunlardan birisi Serap. Kist, omuriliği ve göğüs boşluğunu sarmış. Durumu çok kritik.  1 milyon 250 bin ₺  Seray’a can olalım!! Haydi canlarım🙏🙏  Aysel Durkal (Annesi) TR51 0001 0001 8940 7096 3250 02","Apr 12, 2023 · 7:55 AM UTC",16633.0,235.0
1670,https://twitter.com/haluklevent/status/1645752191196487683#m,Islahiyedeyiz. Yan yana 2 okul yapıyoruz. Ahbap yönetiminden dostlar ziyaretime geldiler.💚 Bu arada bölgede birçok iş insanı Milli Eğitim Bakanlığı ile işbirliği yapıp okullar yapıyor. Sağ olsunlar.🙏 Ahbaplar’ın da çorbada tuzu olsun istedik. 15 okul yapımı bitmek üzere💚,"Apr 11, 2023 · 11:34 AM UTC",34522.0,447.0
1671,https://twitter.com/haluklevent/status/1645418747836899328#m,Malatya’daki yetkililerden haber bekliyorum arkadaşlar. Planlama yapılıp önümüzdeki günlerde tarih ve saat verilecek 🙏,"Apr 10, 2023 · 1:29 PM UTC",4611.0,113.0
1672,https://twitter.com/ahbap/status/1645347375462993920#m,"Philips Ev Ürünleri iş birliği ile hazırladığımız İyilik Mutfağımız Hatay’a doğru yola çıktı. Ayrıca bir Ahbap İyilik Fırınımız ve İyilik Mutfağımız daha yolda,Kahramanmaraş ve Hatay’da 6 ay boyunca hizmet verecekler.","Apr 10, 2023 · 8:45 AM UTC",4856.0,77.0
1673,https://twitter.com/haluklevent/status/1645397380101963776#m,Bayram konserlerim belli oldu:  Arife günü  Adıyaman ya da İskenderun  1. Gün  Nurdağı  2. Gün  Maraş 3. Gün  Hatay   Hepsi gençlik merkezleri kampında ücretsiz olacak. Amacımız biraz olsun çocuklara gençlere moral vermek. Tam yer ve saati önümüzdeki günlerde yazacağım.💚,"Apr 10, 2023 · 12:04 PM UTC",35474.0,616.0
1674,https://twitter.com/haluklevent/status/1645324790486519808#m,Aklımdan çıkmadı tüm gün :(  Detaylar o kadar korkunç ki,"Apr 10, 2023 · 7:16 AM UTC",10289.0,186.0
1675,https://twitter.com/haluklevent/status/1645133250828943360#m,Soranlar olmuş söyleyeyim canlarım. Konteynerlar bazı şehirlere erken yerleştirildi. Çünkü altyapılar çok uygundu. Geç kurulan yerlerde ise altyapı çalışmaları anca bitti. Bilginize. 🙏,"Apr 9, 2023 · 6:35 PM UTC",7189.0,86.0
1676,https://twitter.com/haluklevent/status/1645031683505238019#m,Videoda 12 dedim. 3 te Hatay var. Toplam 15 okul yapıyoruz. Bitti bitecek. Çocuklar bayramdan sonra okula başlayacaklar.💚 Bölge Valilikleri bizlere arazileri verdi. Blokaj ve sıklaştırmayı da yaptılar. Sayın Valilerimize teşekkür ediyoruz.🙏,"Apr 9, 2023 · 11:51 AM UTC",55119.0,991.0
1677,https://twitter.com/haluklevent/status/1645055713499070465#m,Az önce anne baba ve iki abisi ile beraberdik. Üzüntümüzü dile getirdik. Başsağlığı diledik yavrumuz için.  (Kilis)   #gina_mercimek,"Apr 9, 2023 · 1:27 PM UTC",10222.0,158.0
1678,https://twitter.com/haluklevent/status/1645002594790547457#m,Nurdağı. Son durum için burdayım. Altyapı çalışmaları tamamlandı. Konteynerlar yerleştirildi. Birkaç gün içinde yerleşim başlıyor💚,"Apr 9, 2023 · 9:55 AM UTC",28935.0,499.0
1679,https://twitter.com/haluklevent/status/1644297432065359875#m,Yahudilere değil. İsrail hükümetinin karalarına karşı söylemiştim bu şarkıyı. İsrail’de bu durumu protesto eden milyonlarca insan var.,"Apr 7, 2023 · 11:13 AM UTC",12372.0,166.0
1680,https://twitter.com/haluklevent/status/1644037931823161345#m,Yaklaşık 1 ay önce herkesi kan vermeye davet etmiştim. Çünkü depremler zamanı hep daha çok ihtiyaç duyulur. Yine de söylüyorum. Bu kan hepimize lazım. Çocuklarımıza lazım yakınlarımıza lazım. Lütfen kan verelim.🙏,"Apr 6, 2023 · 6:02 PM UTC",22291.0,2276.0
1681,https://twitter.com/haluklevent/status/1643301016161378327#m,"3) Evleri 6 ay’da teslim edeceğiz. Bu konuda Afad’tan ve bölge valiliklerinden altyapı desteği de alacağız🙏 Bu proje depremde evi yıkılmış,engelli kalmış vatandaşlarımızın yanı sıra otizm,serebral palsi,Down sendromlu,Sma gibi engelli çocukların içinde bulunduğu aileler için.💚","Apr 4, 2023 · 5:14 PM UTC",22435.0,396.0
1682,https://twitter.com/haluklevent/status/1643300179976544263#m,"2)Ailede engelli çocuğu olan ve evi yıkılan vatandaşlarımıza ev yapıp ücretsiz vereceğiz. İlk etapta 1150 ev. Adıyaman,Hatay,K.Maraş,Malatya ve G.Antep’te 2+1 çelik konstrüksiyon ev inşaatlarına başlıyoruz. Devlet bize arsayı veriyor🙏 3 ayrı firma ile inşaata başlıyoruz.","Apr 4, 2023 · 5:11 PM UTC",24731.0,362.0
1683,https://twitter.com/haluklevent/status/1643298900558635011#m,1) Bağışlar geldiğinden bu yana deprem bölgesi için 1 milyar TL nin üstünde kullanım yaptık. Kalan paranın çok büyük bir bölümünü ise deprem konutları için harcamaya karar verdik. Depreme tam dayanıklı çelik konstrüksiyon evler. 2 katlı olacak şekilde. 83 metre kare.,"Apr 4, 2023 · 5:06 PM UTC",58501.0,1217.0
1684,https://twitter.com/haluklevent/status/1643289763363921921#m,Bugün de başka bir siyasi parti gönüllüleri siyasete gireceğimi yazmışlar.  Tabii ki öyle bir şey yok. Yıllarca yazdım. Olmadı olmayacak. Zaten bir siyasi partiye girsem patavatsızlığımdan ve şapşallığımdan partinin oyu dibe düşer :)  Şu anda tek gündemim deprem. Bilginize.,"Apr 4, 2023 · 4:29 PM UTC",23176.0,368.0
1685,https://twitter.com/haluklevent/status/1643261611388313600#m,Ipsos araştırma şirketinin son anketini yayınlanmış. Liste önüme geldi. Bu güvenin Ahbap’tan kaynaklı olduğunu biliyorum. Güveninize teşekkür ediyorum.🙏 Ama tanımayanlar bölümü çok ilginç. Demek ki yüzde 19 için daha çok çalışmalıyız. Gerçi herkes Anadolu Rock dinlemeyebilir.😊,"Apr 4, 2023 · 2:37 PM UTC",27600.0,852.0
1686,https://twitter.com/haluklevent/status/1643249241282805762#m,"Hazırlıklar bitti çizimler bitti. Ve başlıyoruz.  Bu akşam saat 20.00 de Ahbap Derneğinin, deprem bölgesi için yapacağı çok önemli bir projeyi açıklayacağım.💚","Apr 4, 2023 · 1:48 PM UTC",33262.0,434.0
1687,https://twitter.com/haluklevent/status/1642480673997967362#m,"7 ay önce Ahbap Otizm Entegrasyon Projesi ile 30-36 aylık otizm tanılı çocuklar için örnek bir projeyi başlatmıştık.        * iletişim,oyun odaklı bireysel ilişki       *aile egitimi                   *anaokulu entegrasyonu  çalışmalarımızın raporunu Haziranda yayınlayacağız💚","Apr 2, 2023 · 10:54 AM UTC",15085.0,157.0
1688,https://twitter.com/haluklevent/status/1642208817030070274#m,💚💚💚,"Apr 1, 2023 · 4:54 PM UTC",16772.0,171.0
1689,https://twitter.com/haluklevent/status/1641872509585743872#m,💚💚💚,"Mar 31, 2023 · 6:38 PM UTC",25280.0,213.0
1690,https://twitter.com/haluklevent/status/1641084039166672901#m,💚💚💚,"Mar 29, 2023 · 2:24 PM UTC",19050.0,168.0
1691,https://twitter.com/haluklevent/status/1641022793335578626#m,Müzik iyileştirir 💚,"Mar 29, 2023 · 10:21 AM UTC",41730.0,329.0
1692,https://twitter.com/haluklevent/status/1640957983361310721#m,Nurdağında Ahbapların diye gösterdiğim konteynerların 8 tanesi Afad’ınmış. Hep yan yanayız çünkü. Ama arkada (şapşallığımdan) çekim yapamadığım konteynerlar Ahbap ‘a ait. 140 tane geldi. 500 e tamamlanıyor. Sorgulayanlar Nurdağı Kaymakamlığına sorabilirler.  Telefonlar açık🙏,"Mar 29, 2023 · 6:04 AM UTC",6341.0,151.0
1693,https://twitter.com/haluklevent/status/1640766241555054623#m,"Ve bizler şarkı söylerken içeriye Kahtalı Mıçı geldi. O bölgede en fazla kaset CD albüm satan, yöresel değil uluslararası arası fenomen bir abimiz. Ailesi ve akrabaları da çok kötü etkilenmiş depremde. Buna rağmen şarkı söyledi. Çocuklar çok sevindi. Sağolasın Kahtalı Mıçı 💚","Mar 28, 2023 · 5:22 PM UTC",16348.0,89.0
1694,https://twitter.com/haluklevent/status/1640722910481350656#m,Bölgede 50 gündür ilk kez şarkı söylemek. Evlerini kaybetmiş çocuklarımıza moral olsun diye mini bir konser.💚  (Kahta - Adıyaman),"Mar 28, 2023 · 2:29 PM UTC",58482.0,589.0
1695,https://twitter.com/haluklevent/status/1640665409673129985#m,Adıyamandayız. Sevgili @AhmetMisbah ‘ın 11 yıl önceden projelendirdiği “sosyal market” i görmek istedim. Belirli aralıklarla 48 bin aile bu marketlerden ücretsiz yararlanıyor. Bu projede Ahbapların da katkısı olsun istedik ve 25 tır Gıda kolisi sağladık.💚,"Mar 28, 2023 · 10:41 AM UTC",18726.0,200.0
1696,https://twitter.com/haluklevent/status/1640622086778486787#m,Nurdağına geldim. Afad’la ve Kaymakamlıkla görüştüm. Altyapılar bitmek üzere. Ahbap konteynerlar bu kez beyaz. Yukarı köylerde çok aile Ahbap konteynerlara kavuştu. Konteyner kente 1 haftaya kadar oturum sağlanacak inşallah. 2 adet prefabrik okulu da bu alana yapıyoruz.🙏,"Mar 28, 2023 · 7:49 AM UTC",36668.0,768.0
1697,https://twitter.com/haluklevent/status/1640343386124156929#m,Adana’da 418 canımızı yitirdik. 3 bin 500 bin bina ağır hasarlı durumda. Diğer kentlerde konteyner sevkiyatı her gün yapılıyor. Az önce Buruk köyüne geldim. Adana valiliği altyapı çalışmasını başlatmış. Çorbada tuzumuz olsun istedik.  500 konteyner kurulumu Ahbaplar yapacak. 💚,"Mar 27, 2023 · 1:21 PM UTC",29684.0,365.0
1698,https://twitter.com/haluklevent/status/1640069126503776260#m,Yazmayı unuttum. Şimdi yedim. Bu tatlı çoook güzel. Eline sağlık Ali Usta.👏👏👏,"Mar 26, 2023 · 7:12 PM UTC",11089.0,90.0
1699,https://twitter.com/haluklevent/status/1640065075607220224#m,Hatay’da Ali Usta’nın 4 dükkanı vardı. Hepsi yıkıldı. Ama insanlara yardım etmek istiyordu. “Haluk abi ücretsiz tatlı dağıtmak istiyorum” dedi. Tüm ihtiyaçlarını giderdik. Defnede Uğur mumcu meydanında ustamız ücretsiz tatlı dağıtımına başladı. Herkese açık. Afiyet olsun.💚,"Mar 26, 2023 · 6:55 PM UTC",47436.0,292.0
1700,https://twitter.com/haluklevent/status/1639592101871591424#m,28 Şubat’tan sonraki harcamalar ise yaklaşık 670 milyon TL  @turmob bir sonraki raporda bu harcamaları da inceleyip açıklamış olacak.  Elimizdeki parayı en kısa sürede en doğru şekilde kullanacağız. Grand Thorton ve İçişleri Bakanlığı denetimini sonuçlarını da sunacağız 🙏,"Mar 25, 2023 · 11:36 AM UTC",9241.0,155.0
1701,https://twitter.com/haluklevent/status/1639384865681358850#m,Neyse az önce dediğim gibi enerjimi düşürmeyeceğim. Bu sayfada bugün 45 günlük emek vardı alınteri vardı çünkü. Ama insan bu kadar haksızlığı içinde tutamıyor anlıyorsunuzdur. Sileyim de öfkemiz çoğalmasın.,"Mar 24, 2023 · 9:53 PM UTC",3231.0,136.0
1702,https://twitter.com/haluklevent/status/1639382292312326145#m,Bir kişi değil ki  Zaten twit biraz daha kalsın sonra sileceğim. Sayfamda onca güzellikler var iken enerjimi düşürmek istemiyorum,"Mar 24, 2023 · 9:42 PM UTC",6154.0,161.0
1703,https://twitter.com/haluklevent/status/1639346682620960771#m,45 günde 1 milyar TL kullandık. Ne yaptık bu parayla ? İzleyelim.🙏 Kalan 2 milyar için depremzedeler yararına muazzam projeler yapacağız. Hazırlıklar bitmek üzere. Yakında açıklayacağız.💚,"Mar 24, 2023 · 7:21 PM UTC",29006.0,431.0
1704,https://twitter.com/haluklevent/status/1639332160321486858#m,"*Düzeltme: Tüm dernek gelirimiz 2.994.991.715,49 TL’dir.","Mar 24, 2023 · 6:23 PM UTC",5128.0,141.0
1705,https://twitter.com/haluklevent/status/1639327141664784396#m,5) @turmob denetim ekibinin Şubat Denetim Raporu sonucuyla ilgili sunumunu sizlerle paylaşıyorum. Ayrıntılı denetim raporuna ise aşağıdaki linkten ulaşabilirsiniz.  https://ahbap.org/haber/afet-harcamalari-turmob-subat-ayi-raporu,"Mar 24, 2023 · 6:03 PM UTC",2955.0,31.0
1706,https://twitter.com/haluklevent/status/1639327139857039372#m,4) Bu 1 milyar TL ile neler yaptık? Aşağıdaki videoda görebilirsiniz.  Ahbap depolarından gün be gün ihtiyaç olan şehirlere sevkiyat yapılmaktadır.  İrsaliyesinden teslim tutanağına kadar evraklarımız mevcut🙏,"Mar 24, 2023 · 6:03 PM UTC",3805.0,24.0
1707,https://twitter.com/haluklevent/status/1639327138300960775#m,3) 40 gün içinde gelen bağışların 3 te 1 ini kullandık. Kalan parayı en yakın zamanda sağlıklı ve düzenli bir şekilde kullanacağız. 250 nin üzerinde fatura var ve hepsi denetimden geçti. Yakında da İçişleri Bakanlığı denetimine sunulacak.,"Mar 24, 2023 · 6:03 PM UTC",2838.0,17.0
1708,https://twitter.com/haluklevent/status/1639327136396738561#m,"2)Gelen bağışların kalanı için ise ihtiyaç önceliğine göre planlama devam ediyor Önümüzdeki hafta muazzam bir proje açıklayacağız. Denetimler periyodik aralıklarla devam edecek,derneğimiz Şubat ayı Denetim Raporunu paylaştığı gibi, diğer denetim raporlarını da yakında paylaşacak.","Mar 24, 2023 · 6:03 PM UTC",2747.0,14.0
1709,https://twitter.com/haluklevent/status/1639327134005985285#m,1)Denetim raporu 6 -28 Şubat dönemini kapsamaktadır. Tüm dernek gelirimiz 2.994.991 TL’dir  Deprem bölgesi mal/hizmet alımlarına ilişkin nakit çıkışları ise Şubat’ta 409.162.000 TL Mart’ta 361.841.944 TL Mart ayında sözleşmesi olan ve vadesi bekleyen ödeme ise 310.097.786 TL dir.,"Mar 24, 2023 · 6:03 PM UTC",15134.0,246.0
1710,https://twitter.com/haluklevent/status/1638986314698706945#m,Canlarım Grand Thorton ve @turmob tarafından denetimimiz yapılıyor biliyorsunuz.  Ayrıca İç İşleri Bakanlığı denetimi olacak ve tüm denetim raporlarını tek tek yayınlama sözü vermiştik.  İşte ilk denetim raporumuz yarın akşam 21.00 de @turmob tarafından yayınlanacak. Bilginize.🙏,"Mar 23, 2023 · 7:29 PM UTC",17660.0,219.0
1711,https://twitter.com/haluklevent/status/1638692996739923968#m,Hayırlı ramazanlar diliyorum.,"Mar 23, 2023 · 12:03 AM UTC",65995.0,585.0
1712,https://twitter.com/haluklevent/status/1638555362931494912#m,💚💚💚,"Mar 22, 2023 · 2:56 PM UTC",14615.0,141.0
1713,https://twitter.com/haluklevent/status/1638241672298393619#m,Bir önceki twite benzer sorular gelmiş. Durumu açıklayayım. Günde ancak 70 konteyner yerleştirebiliyoruz bölgelere. Aşağıdaki fotoda gördüğünüz gibi bordo renkte olanlar Malataya’daki Ahbap konteynerları. 10 ayrı bölgeye sevkiyatlar her gün devam etmekte arkadaşlar.🙏,"Mar 21, 2023 · 6:10 PM UTC",27499.0,363.0
1714,https://twitter.com/haluklevent/status/1638234241686183946#m,"Afad koordinasyonunda bizlere belirtilen yerlere Ahbap konteynerleri Malatya, K.Maraş, Nurdağı, İslahiye ve Hatay'a yerleştirildi. Devamı da gelecek. Adıyaman'da ise altyapı çalışmaları henüz bittiği için haftaya sevkiyat yapılacak. Bilginize 💚","Mar 21, 2023 · 5:40 PM UTC",53575.0,683.0
1715,https://twitter.com/haluklevent/status/1638183189200904194#m,"Yurtdışı konserlerim dönüşü deprem bölgesindeyim. YKS,LGS’ye hazırlık okulunu açtık. İlk etapta 26 öğretmen istihdam ettik. 300 öğrenci ile başladık. Her bölgeye kuracağız. Desteklerinden dolayı  Hatay Valiliğine,Arsuz Milli Eğitim Müdürlüğüne ve  Arsuz Belediyesine teşekkürler💚","Mar 21, 2023 · 2:18 PM UTC",51021.0,602.0
1716,https://twitter.com/haluklevent/status/1638172469273174019#m,Saygıyla anıyoruz 🙏  #aşıkveysel,"Mar 21, 2023 · 1:35 PM UTC",21028.0,134.0
1717,https://twitter.com/haluklevent/status/1637140283996487680#m,💚,"Mar 18, 2023 · 5:13 PM UTC",26864.0,217.0
1718,https://twitter.com/haluklevent/status/1636994769128701952#m,2 yıl önce Rus Kızılordu korosu ile “Cumhuriyet Marşları” projesinde konserler vermiştim. Paylaşmak istedim.  Çanakkale geçilmez!  #18Mart,"Mar 18, 2023 · 7:35 AM UTC",96267.0,1028.0
1719,https://twitter.com/haluklevent/status/1636404801431805953#m,💚,"Mar 16, 2023 · 4:31 PM UTC",23496.0,241.0
1720,https://twitter.com/haluklevent/status/1636053141471764481#m,💚,"Mar 15, 2023 · 5:13 PM UTC",24840.0,223.0
1721,https://twitter.com/haluklevent/status/1635893230670577667#m,Sözüm vardı. Bugün şarkı söyleyecektim çocuklara. Ama bugünkü yağmur sele dönüşmüş.. Çadır kalınmayacak halde şu an. Aradılar. Haftaya olacak program Ve Pazarcık yolundan geri dönüyorum. Çocuklar söz. Haftaya geleceğim💚,"Mar 15, 2023 · 6:38 AM UTC",20374.0,177.0
1722,https://twitter.com/haluklevent/status/1635888749983809539#m,"Bir twit sonrası:  -devletten iyi çalışıyorsun! -devleti küçük mü görüyorsun?  diyenler aynı kötülüğü yapıyorlar.  Binlerce STK dan biridir Ahbap! Kurumlarla işbirliği olmadan,devlet olmadan olmaz!! Bizi devletle değil STK larla kıyaslayın. Bu bize daha çok çalışma azmi verir. 🙏","Mar 15, 2023 · 6:20 AM UTC",42477.0,886.0
1723,https://twitter.com/haluklevent/status/1635715874383331340#m,Depremler sonrasında civar illerden Adana ve Mersin’e çok fazla sayıda depremzede geldi. Onlarla ilgili çalışmalar da yapmaktayız. Bu sebeple @Ahbap_Adana ile bir toplantı yaptık. Toplantıda enkazdan çıkarılıp Ahbaplarla birlikte çalışmalara katılan Fox da vardı.💚💚,"Mar 14, 2023 · 6:53 PM UTC",21404.0,154.0
1724,https://twitter.com/haluklevent/status/1635660010284785664#m,💚,"Mar 14, 2023 · 3:11 PM UTC",9817.0,138.0
1725,https://twitter.com/haluklevent/status/1635600009465831426#m,Antep’ten İskenderun’a geldim. Bu gördüğünüz alanın düzenlenmesi bitti gibi.Sıra ve masaları hazırlandı. Pazartesi günü LGS ve YKS ye hazırlık kursları başlıyor  Bölgede depremzede işsiz kalmış özel sektör öğretmenlerini istihdam edeceğiz 400 öğrenciye ücretsiz eğitim verilecek💚,"Mar 14, 2023 · 11:13 AM UTC",75111.0,1320.0
1726,https://twitter.com/haluklevent/status/1635281368447078405#m,Yağma yağmur yağma. Şu an istemiyorsun,"Mar 13, 2023 · 2:07 PM UTC",45801.0,876.0
1727,https://twitter.com/haluklevent/status/1635249952304820224#m,Bina yıkımları başladı. Her yer toz duman! Hatayda bulunan arkadaşlara sesleniyorum. Daha dikkatli olalım🙏,"Mar 13, 2023 · 12:02 PM UTC",33166.0,408.0
1728,https://twitter.com/haluklevent/status/1634949821630156802#m,💚,"Mar 12, 2023 · 4:09 PM UTC",19844.0,205.0
1729,https://twitter.com/haluklevent/status/1634820182869770240#m,Doğru. İlk günden itibaren görevinin başında. İki gün ayrıldı. Kemoterapi tedavisi gördü tekrar geldi. Uyumuyor da galiba. Hangi saat olsa bulabilirsiniz onu.,"Mar 12, 2023 · 7:34 AM UTC",72991.0,766.0
1730,https://twitter.com/haluklevent/status/1634802430071144448#m,"Aslında o kadar güzel insanlara sahibiz ki. Büyük ve güzel ülkeyiz. Şu depremde çokça yaşadığımız acılar kadar çok güzel insanlarla dayanışma da yaşadık. Toplumun vicdanı gitmedi, gitmez ama vicdani sorumluluk taşıması gerekenler var ve onlara her fırsatta çağrımızı yapmalıyız.🙏","Mar 12, 2023 · 6:24 AM UTC",10811.0,117.0
1731,https://twitter.com/haluklevent/status/1634798077545414656#m,Ve evleri orta-ağır hasarlı vatandaşların tek derdi fahiş kira fiyatları. Deprem şehrinde bile fiyatlar uçmuş durumda. “Başkası zam yaptı ne yapalım biz de yapıyoruz” diyen ev sahipleri en azından bir yıl bekleyebilirdi. Bu twiti okuyan ev sahipleri bana hak verirler umarım 🙏,"Mar 12, 2023 · 6:06 AM UTC",21106.0,270.0
1732,https://twitter.com/haluklevent/status/1634790995161128961#m,Dün yaşanan 4.1 depreminden sonra Adana tedirgin oldu. Bilim insanları şu zamanda bu tür küçük depremlerin doğal olduğunu söylüyor. Bazı hesaplar şu gün şu saatte Adana yıkılacak yazıp halkı daha da endişelendiriyor. Whatsapp gruplarına giriyorlar. Kötülük her yerde! Kanmayın🙏,"Mar 12, 2023 · 5:38 AM UTC",30457.0,166.0
1733,https://twitter.com/haluklevent/status/1634173931627192324#m,Ailesinin tümünü depremde kaybeden @cmyurtseven kardeşimle buluştuk.O artık benim kardeşim. Yardımcım olarak işe başladı💚  Ahbapta da 2 depremzede kardeşimizi istihdam edeceğiz.  Tüm kurumlara çağrım şudur. Yapacağınız en güzel yardım depremzedelere istihdam sağlamaktır Haydi🙏,"Mar 10, 2023 · 12:46 PM UTC",170892.0,2669.0
1734,https://twitter.com/ahbap/status/1633818605262446593#m,Ahbap depolarımızın yanlarında tasnif alanlarını kurmaya ve afet bölgelerine hızla yardım ulaştırmaya devam ediyoruz.   #ahbapiyilikgetirir #adıyaman,"Mar 9, 2023 · 1:14 PM UTC",11440.0,131.0
1735,https://twitter.com/haluklevent/status/1633819251223011331#m,Bu sizin gücünüz 🙏🙏 ABD başkanı Biden ( @POTUS) beni kıskanmış olabilir .  Hal böyle iken ona seslenelim. Gel Ahbap’a üye ol!  (1 aydır ilk kez mizah yapayım bari)🙏,"Mar 9, 2023 · 1:17 PM UTC",36407.0,378.0
1736,https://twitter.com/haluklevent/status/1633801335693889540#m,"Twitlerimi beğenerek , ilgilenerek ve yaygınlaştırıp yorum yaparak beni dünyanın en etkili 16. kullanıcısı yapmışsınız. Teşekkür ediyorum canlarım💚","Mar 9, 2023 · 12:06 PM UTC",161876.0,2295.0
1737,https://twitter.com/haluklevent/status/1633710929853534208#m,"Ben bir müzisyenim, işim bu. Ekip ve orkestra konserlerle geçiniyor. 2 ay öncesinden bağlanmış konserlerim var Avrupa’da. İptal edersem organizasyonu yapanlar dahil 150 kişi etkilenecek. Bu sebeple haftaya 3 günlüğüne gidiyorum konserlere. Bilginize🙏","Mar 9, 2023 · 6:06 AM UTC",141289.0,3550.0
1738,https://twitter.com/haluklevent/status/1633545106320924681#m,💚💚,"Mar 8, 2023 · 7:07 PM UTC",14126.0,105.0
1739,https://twitter.com/haluklevent/status/1633525511182864384#m,💚,"Mar 8, 2023 · 5:50 PM UTC",16045.0,280.0
1740,https://twitter.com/haluklevent/status/1633454221138821120#m,*açık hava sinemasında,"Mar 8, 2023 · 1:06 PM UTC",5394.0,45.0
1741,https://twitter.com/haluklevent/status/1633448548162236416#m,Az önce çadırkentimize @CznBurak geldi. Hambuger-patates yapacak çocuklara. Ardından açlık hava sinemada film izletecek. Çocuklar çok sevinçli.💚,"Mar 8, 2023 · 12:44 PM UTC",83784.0,667.0
1742,https://twitter.com/ahbap/status/1633425241836748801#m,"İyiliği paylaşan, dayanışmayı büyüten, sevginin ve gerçeğin peşinde olan tüm kadınların 8 Mart Dünya Emekçi Kadınlar Günü Kutlu olsun. 💚","Mar 8, 2023 · 11:11 AM UTC",9801.0,66.0
1743,https://twitter.com/haluklevent/status/1633423573011316736#m,Deprem bölgesinde bulunan Kadın kooperatiflerini güçlendirme kararı aldık. İlgili odalarla ve STK’lar ile görüşmelerimiz sürüyor. 💚,"Mar 8, 2023 · 11:05 AM UTC",33424.0,188.0
